Câu hỏi,LOẠI,DATASET
Quang hải giành được chức vô địch u21 quốc gia năm bao nhiêu tuổi?,NUM.date,TRAIN
Thế vận hội mùa đông bắt đầu từ năm nào?,NUM.date,TRAIN
Thiên hoàng minh trị sinh năm nào?,NUM.date,TRAIN
Tiết đông chí là ngày nào?,NUM.date,TRAIN
Trần thái tông sinh năm mấy?,NUM.date,TRAIN
Trần thủ độ mất năm nào?,NUM.date,TRAIN
Trương quang nghĩa sinh ngày bao nhiêu?,NUM.date,TRAIN
Tự đức mất năm nào?,NUM.date,TRAIN
William Jefferson Clinton sinh năm mấy?,NUM.date,TRAIN
Xuân quỳnh sinh năm bao nhiêu?,NUM.date,TRAIN
Kí hiệu của mét là gì?,ABBR.abb,TRAIN
"Tên viết tắt của tổ chức Giáo dục, Khoa học và Văn hóa Liên Hiệp Quốc là gì?",ABBR.abb,TRAIN
Liên đoàn Taekondo thế giới viết tắt là gì?,ABBR.abb,TRAIN
Thuật ngữ viết tắt được sử dụng cho rối loạn tăng động là gì?,ABBR.abb,TRAIN
Viết tắt của tổ chức y tế thế giới là gì?,ABBR.abb,TRAIN
Viết tắt của Hiệp hội Bảo vệ Động vật Thế giới là gì?,ABBR.abb,TRAIN
Từ viết tắt của hệ thống đánh giá hiệu suất của máy điều hòa không khí là gì?,ABBR.abb,TRAIN
Liên đoàn cầu lông thế giới viết tắt là gì?,ABBR.abb,TRAIN
CIA là viết tắt của điều gì?,ABBR.exp,TRAIN
WHO là tên viết tắt của tổ chức nào?,ABBR.exp,TRAIN
Tên đầy đủ của UNESCO là gì?,ABBR.exp,TRAIN
AIDS là cách viết ngắn gọn của cụm từ nào?,ABBR.exp,TRAIN
Dạng đầy đủ của CSS là gì?,ABBR.exp,TRAIN
ROM viết tắt của từ gì?,ABBR.exp,TRAIN
MI6 là viết tắt của cái gì?,ABBR.exp,TRAIN
Thế nào là người phụ nữ xinh đẹp?,DESC.def,TRAIN
Thế nào là sống hạnh phúc?,DESC.def,TRAIN
Định nghĩa của từ trường là gì?,DESC.def,TRAIN
Luân hồi có nghĩa là gì?,DESC.def,TRAIN
Số điện thoại miễn phí là gì và nó hoạt động như thế nào?,DESC.desc,TRAIN
Các nước trên thế giới đón Tết Âm lịch như thế nào?,DESC.desc,TRAIN
Làm thế nào để cuộc sống không nhàm chán?,DESC.desc,TRAIN
Làm cách nào tôi có thể mời bạn ăn tối?,DESC.desc,TRAIN
Sự khác biệt giữa thông minh với khôn ngoan là gì?,DESC.desc,TRAIN
Nền kinh tế vận hành thế nào?,DESC.desc,TRAIN
Điều kiện sống ở Việt Vam thế nào?,DESC.desc,TRAIN
Sự khác biệt giữa nhạc rock và punk rock là gì?,DESC.desc,TRAIN
Bạn thường bị stress vì lý do gì?,DESC.reason,TRAIN
Điều gì khiến một số người bắt cá hai tay?,DESC.reason,TRAIN
Tại sao Việt Nam chiến thắng dịch COVID-19?,DESC.reason,TRAIN
Vì sao lợi nhuận của FLC Faros giảm gần 58%?,DESC.reason,TRAIN
Vì sao kiện toàn các chức danh chủ chốt phải tuyên thệ 2 lần?,DESC.reason,TRAIN
Bạn làm việc vì điều gì? ,DESC.reason,TRAIN
Lý do nghỉ việc của bạn tại Công ty cũ là gì?,DESC.reason,TRAIN
Tại sao tắm đêm lại nguy hiểm như vậy? ,DESC.reason,TRAIN
"Cùng 1 Loại, tại sao tai nghe của bạn nhanh hỏng hơn người khác?",DESC.reason,TRAIN
Vì sao máy bay thương mại thường bay ở độ cao trên 10.000 mét?,DESC.reason,TRAIN
Loài vật nào mang tới nhiều cái chết cho con người nhất?,ENTY,TRAIN
Loài vật nào là biểu tượng của trí tuệ?,ENTY,TRAIN
Trồng cây gì ở phòng khách để nhanh phát tài?,ENTY,TRAIN
Nên trồng cây gì quanh nhà là hợp lí?,ENTY,TRAIN
Ngọc Lan là ai?,HUM.desc,TRAIN
Phan Chu Trinh là ai?,HUM.desc,TRAIN
Phan Bội Châu là người như thế nào?,HUM.desc,TRAIN
Người yêu bạn trông thế nào?,HUM.desc,TRAIN
Luis vuiton là ai?,HUM.desc,TRAIN
Những người nào không được ghi tên vào danh sách cử tri?,HUM.group,TRAIN
Tập đoàn nào sở hữu google?,HUM.group,TRAIN
Công ty sản xuất nước giải khát lớn nhất thế giới là công ty nào?,HUM.group,TRAIN
Những ai đến TP.HCM phải cách ly?,HUM.group,TRAIN
Những ai được cấp thẻ căn cước công dân gắn chip? ,HUM.group,TRAIN
Tổ chức nào lãnh đạo cuộc khởi nghĩa yên bái?,HUM.group,TRAIN
Tổ chức nào phải tham gia bảo hiểm tiền gửi?,HUM.group,TRAIN
"Tổ chức nào được làm nhiệm vụ bồi thường, giải phóng mặt bằng, quản lý đất đã thu hồi?",HUM.group,TRAIN
Nhóm người nào có nguy cơ lây nhiễm cao nhất?,HUM.group,TRAIN
Ai là hoàng đế thứ 10 của triều Nguyễn?,HUM.ind,TRAIN
Ai đã đăỵ tên cho dòng sông?,HUM.ind,TRAIN
Cô giáo nào dạy bạn môn văn?,HUM.ind,TRAIN
Tổng thống nào của mỹ đề ra chiến lược chiến tranh đặc biệt?,HUM.ind,TRAIN
Nhà khoa học nào phát minh ra thuốc nổ?,HUM.ind,TRAIN
Ca sĩ nào thể hiện ca khúc Nắng?,HUM.ind,TRAIN
Người đầu tiên bay vào vũ trụ là ai?,HUM.ind,TRAIN
Bangladesh nằm ở khu vực nào?,LOC,TRAIN
Ibrahimović  bắt đầu sự nghiệp bóng đá tại đâu?,LOC,TRAIN
Bức tranh Mona Lisa hiện đang được trưng bày ở đâu?,LOC,TRAIN
Địa chỉ nhà bạn là gì?,LOC,TRAIN
Hậu Giang nằm ở khu vực nào?,LOC,TRAIN
Hiệp định đối tác xuyên Thái Bình Dương được ký kết ở đâu?,LOC,TRAIN
Mày đang ở chỗ nào?,LOC,TRAIN
Địa điểm nào trong thành phố hay bị tắc đường nhất?,LOC,TRAIN
Thành phố nào lớn thứ 2 của Trung Quốc?,LOC.city,TRAIN
Tỉnh nào có nhiều thành phố trực thuộc nhất hiện nay?,LOC.city,TRAIN
MSI 2021 được tổ chức ở thành phố nào?,LOC.city,TRAIN
Thủ đô của canada tên là gì?,LOC.city,TRAIN
Thành phố nào thông minh nhất Việt Nam?,LOC.city,TRAIN
Tên của thành phố có tháp Eiffel là gì?,LOC.city,TRAIN
Thành phố nào ở nước Mỹ được mạnh danh là hành phố thiên thần? ,LOC.city,TRAIN
Thành phố nào có đặc sản cốm nếp?,LOC.city,TRAIN
Sân bay Tân sơn nhất nằm ở thành phố nào của Việt Nam?,LOC.city,TRAIN
Quốc gia nào duy nhất trên thế giới không có thủ đô?,LOC.country,TRAIN
"Quốc gia nào là ""công xưởng"" sản xuất vaccine Covid-19?",LOC.country,TRAIN
Tủ đông Sanaky của nước nào?,LOC.country,TRAIN
Nước nào tại châu Á tắc đường nhất thế giới?,LOC.country,TRAIN
Phần Lan giáp với những nước nào?,LOC.country,TRAIN
Mỗi hiệp bóng đá kéo dài bao lâu?,NUM,TRAIN
Bangladesh có diện tích đứng thứ mấy thế giới?,NUM,TRAIN
Sài gòn cách đây bao xa?,NUM,TRAIN
Giá điện thoại vertu signature chính hãng là bao nhiêu?,NUM,TRAIN
Bao lâu rồi anh chưa uống?,NUM,TRAIN
Sinh nhật của Vân Anh là ngày nào?,NUM.date,TRAIN
Hôm nào bạn định đi gặp cô ấy?,NUM.date,TRAIN
Nước rửa tay của bạn có nằm trong Danh sách các sản phẩm bạn không nên sử dụng của FDA không?,SELECT,TRAIN
Có hay không sự sống trên các hành tinh khác?,SELECT,TRAIN
Bạn muốn uống cafe hay trà?,SELECT,TRAIN
Giữ hay bỏ cuộc thi khoa học kỹ thuật cho học sinh? ,SELECT,TRAIN
Bạn có muốn mình đến đón bạn không?,SELECT,TRAIN
Bạn thuộc Nhóm A hay Nhóm B?,SELECT,TRAIN
Em thích son màu đỏ tươi hay đỏ thẫm hơn?,SELECT,TRAIN
Giữa việc đi chơi và ngồi nhà chơi game em chọn cái nào?,SELECT,TRAIN
Đồ ngoại và đồ nội cái nào tốt hơn?,SELECT,TRAIN
Từ không viết tắt là gì?,ABBR.abb,TRAIN
Học chế tín chỉ viết tắt là gì?,ABBR.abb,TRAIN
Viết tắt của nạn chất độc màu da cam?,ABBR.abb,TRAIN
Hội sinh viên viết tắt là gì?,ABBR.abb,TRAIN
Trung cấp chuyên nghiệp viết tắt là gì?,ABBR.abb,TRAIN
Viết tắt của tình nguyện trẻ?,ABBR.abb,TRAIN
Tiếp viên hàng không rút gọn là gì?,ABBR.abb,TRAIN
Viết tắt của tuổi trẻ online?,ABBR.abb,TRAIN
AI là viết tắt của gì?,ABBR.exp,TRAIN
VN là từ rút gọn của?,ABBR.exp,TRAIN
EN là rút gọn của từ gì?,ABBR.exp,TRAIN
IOT đầy đủ là gì?,ABBR.exp,TRAIN
KHKD là từ rút gọn của?,ABBR.exp,TRAIN
KHTN đầy đủ là gì?,ABBR.exp,TRAIN
BT là viết tắt của?,ABBR.exp,TRAIN
ĐTV là rút gọn của từ gì?,ABBR.exp,TRAIN
PL đầy đủ là gì?,ABBR.exp,TRAIN
DNTN là viết tắt của gì?,ABBR.exp,TRAIN
AI là gì?,DESC.def,TRAIN
Định nghĩa của tế bào?,DESC.def,TRAIN
Khái niệm hàm số?,DESC.def,TRAIN
Bảo mật là gì?,DESC.def,TRAIN
Khái niệm của triết học?,DESC.def,TRAIN
Câu hỏi là gì?,DESC.def,TRAIN
Nghĩa của vật lý lượng tử?,DESC.def,TRAIN
Block chain là gì?,DESC.def,TRAIN
Lịch sử của Việt Nam?,DESC.desc,TRAIN
Chúa xuất hiện như thế nào?,DESC.desc,TRAIN
Trượt ván bắt nguồn từ đâu?,DESC.desc,TRAIN
Chó ngao tây tạng nhìn như thế nào?,DESC.desc,TRAIN
Khác biệt giữa máy tính bình thường và siêu máy tính?,DESC.desc,TRAIN
Một số sự thật thú vị về nước Nga?,DESC.desc,TRAIN
Lý do nào khiến lá cây có màu xanh?,DESC.reason,TRAIN
Nguyên nhân gì dẫn tới chiến tranh thế giới?,DESC.reason,TRAIN
Tại sao những ngôi nhà ma ám lại thu hút?,DESC.reason,TRAIN
Việc gì dẫn tới ô nhiễm môi trường?,DESC.reason,TRAIN
Động đất do đâu?,DESC.reason,TRAIN
Nguyên nhân của cháy rừng?,DESC.reason,TRAIN
Tại sao máy tính dùng hệ nhị phân?,DESC.reason,TRAIN
Tại sao nước Việt Nam có nhiều dân tộc?,DESC.reason,TRAIN
Tại sao con người có nhiều màu da?,DESC.reason,TRAIN
Con gì được khắc lên trống đồng?,ENTY,TRAIN
Động vật nào thông minh nhất?,ENTY,TRAIN
Con cua ăn con gì?,ENTY,TRAIN
Xanh pha với cam ra màu gì?,ENTY,TRAIN
Màu da của người Việt Nam?,ENTY,TRAIN
Các màu của quốc kì Việt Nam?,ENTY,TRAIN
Các chữ cái dùng nhiều nhất trong tiếng việt?,ENTY,TRAIN
Nguyên âm trong tiếng việt?,ENTY,TRAIN
Sơn Tùng là ai?,HUM.desc,TRAIN
Châu Tinh Trì là người nào?,HUM.desc,TRAIN
Tiểu sử của Trấn Thành?,HUM.desc,TRAIN
Giới thiệu về Ronaldo?,HUM.desc,TRAIN
Messi là ai?,HUM.desc,TRAIN
Một số thông tin về Trường Giang?,HUM.desc,TRAIN
Ai là Hồ Việt Hương?,HUM.desc,TRAIN
Thông tin về nobita?,HUM.desc,TRAIN
Cuộc sống của ca sĩ Mỹ Tâm?,HUM.desc,TRAIN
Tiểu sử của Hoài Linh?,HUM.desc,TRAIN
Ronaldo thuộc đội bóng nào?,HUM.group,TRAIN
Đội bóng nào có Messi?,HUM.group,TRAIN
Vcs là đội gì?,HUM.group,TRAIN
Sofm thuộc tổ chức nào?,HUM.group,TRAIN
Công ty của Sơn Tùng?,HUM.group,TRAIN
Công ty nào tạo ra zalo?,HUM.group,TRAIN
Các nhóm trượt ván ở Sài Gòn?,HUM.group,TRAIN
Các câu lạc bộ của trường khoa học tự nhiên?,HUM.group,TRAIN
Đội bóng nào vô địch mùa giải trước?,HUM.group,TRAIN
Ở Việt Nam có những đội bóng nào?,HUM.group,TRAIN
Ai là người sáng lập ra google?,HUM.ind,TRAIN
Chủ tịch công ty thép Việt Nhật?,HUM.ind,TRAIN
Ai là người đầu tiên lên mặt trăng?,HUM.ind,TRAIN
Người Việt Nam đầu tiên lên vũ trụ?,HUM.ind,TRAIN
Người giàu nhất thế giới là ai?,HUM.ind,TRAIN
Ai là đạo diễn phim Mắt Biếc?,HUM.ind,TRAIN
Hiệu trưởng trường đại học khoa học tự nhiên là ai?,HUM.ind,TRAIN
Người nào đóng vai Ngạn?,HUM.ind,TRAIN
Ca sĩ nào hát bài Người Ấy?,HUM.ind,TRAIN
Ăn cơm tấm ở đâu?,LOC,TRAIN
Siêu thị Sài Gòn ở chỗ nào?,LOC,TRAIN
Những địa điểm đẹp ở Đà Lạt?,LOC,TRAIN
Những nơi giải trí tại Sài Gòn?,LOC,TRAIN
Bác Hồ sinh ra ở đâu?,LOC,TRAIN
Chỗ nào để mua máy tính?,LOC,TRAIN
Đi xem phim chỗ nào?,LOC,TRAIN
"Trên thế giới, nơi nào nóng nhất?",LOC,TRAIN
Việt Nam có những thành phố nào?,LOC.city,TRAIN
Thành phố của Ấn Độ?,LOC.city,TRAIN
Thành phố nào đánh sống nhất?,LOC.city,TRAIN
Thành phố đẹp nhất của Mỹ?,LOC.city,TRAIN
Thành phố nào nên đến tham quan thử?,LOC.city,TRAIN
Thành phố nào có biệt danh là thành phố không ngủ?,LOC.city,TRAIN
Thành phố dưới lòng đất ở Houston là thành phố nào?,LOC.city,TRAIN
Thành phố trực thuộc trung ương ở Việt Nam?,LOC.city,TRAIN
Ronaldo sống ở thành phố nào?,LOC.city,TRAIN
Quốc gia nào có số dân đông nhất?,LOC.country,TRAIN
Việt Nam tiếp giáp với quốc gia nào?,LOC.country,TRAIN
Nước nào lớn nhất Châu Âu?,LOC.country,TRAIN
Ronaldo sinh ra ở quốc gia nào?,LOC.country,TRAIN
Messi là người nước nào?,LOC.country,TRAIN
Nước nào có nên công nghiệp phát triển nhất?,LOC.country,TRAIN
Nền công nghiệp âm nhạc phát triển ở nước nào?,LOC.country,TRAIN
Có bao nhiêu quốc gia trên thế giới?,NUM,TRAIN
Mắt người nhìn được bao nhiêu màu?,NUM,TRAIN
Máy tính hiển thị được bao nhiêu màu?,NUM,TRAIN
Việt Nam có bao nhiêu người?,NUM,TRAIN
Có bao nhiêu trọng tài trong một trận đá bóng?,NUM,TRAIN
Bác Hồ sinh năm bao nhiêu?,NUM.date,TRAIN
Ngày đầu tiên VTV3 chiếu là ngày mấy?,NUM.date,TRAIN
Khi nào thì tới trung thu?,NUM.date,TRAIN
Giáng sinh ngày bao nhiêu?,NUM.date,TRAIN
Tết năm sau ngày mấy?,NUM.date,TRAIN
Neil Armstrong lên mặt trăng năm nào?,NUM.date,TRAIN
Bác Hồ ra đi tìm đường cứu nước năm mấy?,NUM.date,TRAIN
Ngày thành lập đảng là ngày mấy?,NUM.date,TRAIN
Có tồn tại ma không?,SELECT,TRAIN
Có sự sống ngoài hành tinh không?,SELECT,TRAIN
Bị rắn lục cắn có chết không?,SELECT,TRAIN
Lỡ nuốt kẹo cao su có chết không?,SELECT,TRAIN
Cách làm vải truyền thống tốt hơn hay cách làm vải máy móc tốt hơn?,SELECT,TRAIN
Sao diêm vương có được coi là hành tinh không?,SELECT,TRAIN
Tên viết tắt của Thành phố Hồ Chí Minh là gì?,ABBR.abb,TRAIN
Cascading Style Sheets còn được viết tắt là gì?,ABBR.abb,TRAIN
"Viết tắt của Thạc sĩ, Tiến sĩ là gì?",ABBR.abb,TRAIN
Viết tắt của trung học cơ sở là gì?,ABBR.abb,TRAIN
Dạng viết tắt của từ Christmas?,ABBR.abb,TRAIN
"Tên viết tắt của cộng đồng người đồng tính nữ, nam, song tính, hoán tính, đa Dạng tính?",ABBR.abb,TRAIN
Cách viết ngắn ngọn biểu hiện đơn vị giờ đồng hồ?,ABBR.abb,TRAIN
Ki-lô-gam còn được ghi tắt là gì?,ABBR.abb,TRAIN
Viết tắt của Cảnh Sát Giao Thông là gì?,ABBR.abb,TRAIN
Tên đầy đủ của từ AIDS là gì?,ABBR.exp,TRAIN
CHXHCNVN là từ viết tắt của từ nào?,ABBR.exp,TRAIN
Tên đầy đủ của từ viết tắt VN là gì,ABBR.exp,TRAIN
UBND là viết tắt của từ gì?,ABBR.exp,TRAIN
BH là viết tắt của từ gì?,ABBR.exp,TRAIN
Trong ngân hàng NHTM là viết tắt của từ gì?,ABBR.exp,TRAIN
Trong địa chính GCNQSDĐ nghĩa là gì?,ABBR.exp,TRAIN
XDHK là viết tắt của từ gì Trong hàng không?,ABBR.exp,TRAIN
Bản chất của việc học là gì?,DESC.def,TRAIN
Tiêu cự là gì?,DESC.def,TRAIN
Tường lửa là gì?,DESC.def,TRAIN
Thế nào là dữ liệu lớn?,DESC.def,TRAIN
Điện thế nghĩa là gì?,DESC.def,TRAIN
Khái niệm đường hàng không là gì?,DESC.def,TRAIN
Tín dụng là gì?,DESC.def,TRAIN
Khí quyển là gì?,DESC.def,TRAIN
Bản chất của chủ nghĩa duy tâm là gì?,DESC.def,TRAIN
Lịch sử của bóng đá là gì?,DESC.desc,TRAIN
Tín ngưỡng phật giáo khởi nguồn từ đâu?,DESC.desc,TRAIN
Mức hưởng bảo hiểm thất nghiệp năm 2021 là bao nhiêu tiền?,DESC.desc,TRAIN
Nguồn gốc của từ “Nghèo rách mồng tơi” là gì?,DESC.desc,TRAIN
Mỹ đã thả hai quả bom xuống Nhật Bản trong tình hình như thế nào?,DESC.desc,TRAIN
Người bị bệnh tự kỷ có dấu hiệu gì?,DESC.desc,TRAIN
Nguyên nhân của chiến tranh?,DESC.reason,TRAIN
Lý do vận động viên điền kinh phải có chế độ ăn uống hợp lý?,DESC.reason,TRAIN
Lý do hình thành làng đại học là gì?,DESC.reason,TRAIN
Tại sao phải đeo khẩu trang?,DESC.reason,TRAIN
Tại sao một ngày có 24 tiếng?,DESC.reason,TRAIN
Tại sao Elon Musk đầu tư vào Bitcoin?,DESC.reason,TRAIN
Động vật nào được con người nuôi nhiều nhất?,ENTY,TRAIN
Nếu theo chủ nghĩa duy vật thì máy bay được suy ra từ loài động vật nào?,ENTY,TRAIN
Cuốn sách nào được bán chạy nhất 2021?,ENTY,TRAIN
Màu gì có độ tương phản cao nhất?,ENTY,TRAIN
Loại tiền tệ có mệnh giá quy đổi cao nhất thế giới là gì?,ENTY,TRAIN
Loại dịch bệnh nào làm ảnh hưởng kinh tế thế giới nặng nề 2020?,ENTY,TRAIN
Loại nhạc cụ nào phổ biến nhất thế giới?,ENTY,TRAIN
Con tàu nào va phải tảng băng trôi năm 1912?,ENTY,TRAIN
Ai là Elon Musk?,HUM.desc,TRAIN
Marie Curie là người nào?,HUM.desc,TRAIN
Bạn có thể cho tôi biết thông tin về Bill Gate?,HUM.desc,TRAIN
Thomas Edison là ai?,HUM.desc,TRAIN
H'hen Niê là ai?,HUM.desc,TRAIN
Maria Ozawa là người nào?,HUM.desc,TRAIN
Đội bóng Việt Nam nào nội bật nhất 2021?,HUM.group,TRAIN
Youtube đã được mua bởi công ty nào?,HUM.group,TRAIN
Tập đoàn nào lớn nhất Việt Nam?,HUM.group,TRAIN
Công ty hàng không nào lớn nhất Việt Nam?,HUM.group,TRAIN
Tập đoàn Việt Nam nào đầu tư vào sản xuất xe hơi?,HUM.group,TRAIN
Diễn viên Nhật Bản được yêu thích tại Việt Nam là những người nào?,HUM.group,TRAIN
Tập đoàn viễn thông nào có slogan là “Hãy nói theo cách của bạn”?,HUM.group,TRAIN
“Nigga” ám chỉ tới ai?,HUM.group,TRAIN
Tổ chức khủng bố nào đã gây ra nhiều ám ảnh tại Syria?,HUM.group,TRAIN
Công ty nào đi đầu trong lĩnh vực hàng không vũ trụ?,HUM.group,TRAIN
Ai là người lấp lỗ châu mai năm 1950?,HUM.ind,TRAIN
Thủ lĩnh tối cao IS – người bị tiêu diệt năm 2019 là ai?,HUM.ind,TRAIN
Ai là người sáng tác bài hát tiến quân ca?,HUM.ind,TRAIN
Hiện tại ai là thủ tướng của nước Việt Nam?,HUM.ind,TRAIN
Đại sứ cách ly của Việt Nam là ai?,HUM.ind,TRAIN
Ai là nhân vật chính trong bộ phim Ròm?,HUM.ind,TRAIN
Đỉnh núi cao nhất Việt Nam nằm ở đâu?,LOC,TRAIN
Điểm du lịch nào nổi tiếng nhất Việt Nam?,LOC,TRAIN
Nhà của tôi ở đâu?,LOC,TRAIN
Chổ bán súng gần nhất ở đâu?,LOC,TRAIN
Ở đâu tôi có thể tìm thấy nhà cung cấp mai thuý?,LOC,TRAIN
Vị trí homestay rẻ nhất Đà Lạt?,LOC,TRAIN
Tôi có thể tìm thấy khách sạn gần nhất ở đâu?,LOC,TRAIN
Nhà vệ sinh nằm ở vị trí nào trên máy bay?,LOC,TRAIN
Thành phố được gọi là thành phố mộng mơ nằm ở đâu?,LOC.city,TRAIN
Thủ đô của Việt Nam nằm ở đâu?,LOC.city,TRAIN
Thành phố lớn nhất thế giới toạ lạc ở đâu?,LOC.city,TRAIN
Sân bay Tân Sơn Nhất nằm ở thành phố nào?,LOC.city,TRAIN
Thành phố nào có giá đắt đỏ nhất thế giới?,LOC.city,TRAIN
Biển số 79 thuộc thành phố nào Việt Nam?,LOC.city,TRAIN
Vị trí thành phố biển nổi tiếng tại Việt Nam?,LOC.city,TRAIN
Thành phố nào được xem là thung lũng silicon?,LOC.city,TRAIN
Thành phố nào lớn nhất Việt Nam?,LOC.city,TRAIN
Đất nước nào được xem là xứ sở sương mù?,LOC.country,TRAIN
Đất nước nào có lá cờ hình chiếc lá?,LOC.country,TRAIN
Đất nước nào phải hứng chịu hai quả bom nguyên tử từ Mỹ?,LOC.country,TRAIN
Quốc gia nào có tỉ lệ người béo phì thấp nhất?,LOC.country,TRAIN
Đất nước nào mặt trời không nào giờ lặn?,LOC.country,TRAIN
"Đất nước nào hiện đang có xung đột chính trị, đảo chính?",LOC.country,TRAIN
Diện tích lớn nhất thế giới thuộc về quốc gia nào?,LOC.country,TRAIN
Đất nước nào chính nó cũng là một châu lục?,LOC.country,TRAIN
Trong thế chiến thứ hai đất nước nào được hưởng lợi nhiều nhất?,LOC.country,TRAIN
Đất nước đáng sống nhất thế giới là nước nào?,LOC.country,TRAIN
Mức lương tối thiểu năm 2021 của Việt Nam là bao nhiêu tiền?,NUM,TRAIN
Bao nhiêu bề mặt trái đất bị đóng băng vĩnh viễn?,NUM,TRAIN
Dân số Việt Nam năm 2021 là bao nhiêu?,NUM,TRAIN
Chỉ số hạnh phúc của Việt Nam năm 2021?,NUM,TRAIN
Một bytes bằng bao nhêu bit?,NUM,TRAIN
10101010 là số bao nhiêu trong hệ thập phân?,NUM,TRAIN
Tần số tối đa mà tai con người có thể nghe được là bao nhiêu?,NUM,TRAIN
Có bao nhiêu loài động vật tồn tại trên Trái Đất?,NUM,TRAIN
Ngày nào là ngày toàn dân chống dịch?,NUM.date,TRAIN
Con người có thể nín thở trong thời gian bao lâu?,NUM.date,TRAIN
Thời gian trung bình để quên đi một người?,NUM.date,TRAIN
Tuổi thọ trung bình của người Việt Nam?,NUM.date,TRAIN
Đất nước Việt Nam được hình thành từ thời gian nào?,NUM.date,TRAIN
Bác Hồ được sinh ra vào thời gian nào?,NUM.date,TRAIN
Khi nào thì có worldcup?,NUM.date,TRAIN
Vào năm nào chiến tranh thế giới thứ hai kết thúc?,NUM.date,TRAIN
Liệu có tồn tại người ngoài hành tinh hay không?,SELECT,TRAIN
Trái đất hình cầu hay hình phẳng?,SELECT,TRAIN
Nên ngủ hay làm nốt các câu hỏi?,SELECT,TRAIN
Ăn tiết canh là có lợi hay hại?,SELECT,TRAIN
Nước Mỹ có thật sự tự do không?,SELECT,TRAIN
Muỗi đốt vào lúc 2:36 a.m có sao không?,SELECT,TRAIN
Ngủ trễ mai có dậy đi học được không?,SELECT,TRAIN
Viết tắt của Bảo Hiểm Xã Hội là gì ?,ABBR.abb,TRAIN
Tên viết tắt của giải bóng đá ngoại hạng anh ?,ABBR.abb,TRAIN
Tên viết tắt của nhà cung cấp dịch vụ internet ?,ABBR.abb,TRAIN
Tên viết tắt của hiệp hội bảo vệ môi trường là gì ?,ABBR.abb,TRAIN
Tên viết tắt tiếng anh của trường đại học Khoa Học Tự Nhiên là gì ?,ABBR.abb,TRAIN
Tên viết tắt của tổ chức y tế thế giới ?,ABBR.abb,TRAIN
Tên viết tắt của cơ quan tình báo trung ương Hoa Kỳ là gì ?,ABBR.abb,TRAIN
Dạng đầy đủ của http là gì ?,ABBR.exp,TRAIN
LPL là viết tắt của cái gì ?,ABBR.exp,TRAIN
DES là viết tắt của thuật toán gì ?,ABBR.exp,TRAIN
JAP là tên viết tắt của nước nào ?,ABBR.exp,TRAIN
Ký tự ‘c’ trong Q=m.c. ∆t đại diện cho cái gì ?,ABBR.exp,TRAIN
ARP là viết tắt của cụm từ tiếng anh nào ?,ABBR.exp,TRAIN
FIT là viết tắt của ngành gì ở trường KHTN ?,ABBR.exp,TRAIN
AR là viết tắt của từ gì trong ngành kế toán ?,ABBR.exp,TRAIN
FA là viết tắt của từ gì trong bóng đá ?,ABBR.exp,TRAIN
Phản vật chất là gì ?,DESC.def,TRAIN
Hố đen vũ trụ là gì ?,DESC.def,TRAIN
Ý thức là gì ?,DESC.def,TRAIN
Định nghĩa về động vật có vú ?,DESC.def,TRAIN
Nicotin là chất gì ?,DESC.def,TRAIN
Phản ứng hoá học được định nghĩa là gì ?,DESC.def,TRAIN
Định nghĩa của Hành Tinh ?,DESC.def,TRAIN
Proton là gì ?,DESC.def,TRAIN
Phản ứng nhiệt hạch là gì ?,DESC.def,TRAIN
Thiết kế của khối cầu dyson là gì ?,DESC.desc,TRAIN
Nhà máy đã làm gì với rác thải công nghiệp ?,DESC.desc,TRAIN
Quân Pháp đã làm gì với nước ta trong cuộc khai thác lần thứ nhất ?,DESC.desc,TRAIN
Mối quan hệ giữa vật chất và ý thức là gì ?,DESC.desc,TRAIN
Toán học bắt đầu từ đâu ?,DESC.desc,TRAIN
Yêu cầu tối thiểu để tốt nghiệp đại học ?,DESC.desc,TRAIN
Mối liên hệ giữa tư duy và tồn tại là gì ?,DESC.desc,TRAIN
Tại sao 2 vật có cùng kích thước khi lăn xuống ở cùng độ cao nhưng khác đường đi lại có cùng thời gian đến đích ?,DESC.reason,TRAIN
Tại sao con người không bị văng ra khỏi trái đất khi trái đất quay quanh trục của nó ?,DESC.reason,TRAIN
Tại sao gió xuất hiện ?,DESC.reason,TRAIN
Tại sao nói con người đang tàn phá trái đất ?,DESC.reason,TRAIN
Cái gì gây ra ảo giác ở sa mạc ?,DESC.reason,TRAIN
Nguyên nhân bị quáng tuyết ?,DESC.reason,TRAIN
Nha Trang nổi tiếng bởi cái gì ?,DESC.reason,TRAIN
Nguyên nhân cái chết của tổng thống Kennedy ?,DESC.reason,TRAIN
Tại sao xảy ra xung đột vũ trang ở IRAN ?,DESC.reason,TRAIN
Động vật chạy nhanh nhất trên thế giới ?,ENTY,TRAIN
Đồ ăn truyền thống ở Huế ?,ENTY,TRAIN
Trồng hoa lan như thế nào để nở đẹp ?,ENTY,TRAIN
Cây hoa gì hay được trưng ngày tết ở miền bắc Việt Nam ?,ENTY,TRAIN
Muỗi gì có thể lây truyền bệnh sốt xuất huyết ?,ENTY,TRAIN
Rượu vang có màu gì ?,ENTY,TRAIN
Động vật có nhiều mắt nhất trên thế giới ?,ENTY,TRAIN
Cây có độc mạnh nhất trên thế giới ?,ENTY,TRAIN
